id,object,group,description,kind,path
19324,Person,Presets,Paul Pogba (17 years old) - FRA - 128/178,Lua,Person > > Presets > > Player > > Legend Players > > Central Midfielders (DM/M/AM C) > > Paul Pogba (17 years old) - FRA - 128/178
19360,Person,Presets,Paulo Sousa (19 years old) - POR - 123/168,Lua,Person > > Presets > > Player > > Legend Players > > Central Midfielders (DM/M/AM C) > > Paulo Sousa (19 years old) - POR - 123/168
19187,Person,Presets,Pavel Nedved (19 years old) - CZE - 136/186,Lua,Person > > Presets > > Player > > Legend Players > > Central Midfielders (DM/M/AM C) > > Pavel Nedved (19 years old) - CZE - 136/186
19331,Person,Presets,Pep Guardiola (19 years old) - ESP - 131/176,Lua,Person > > Presets > > Player > > Legend Players > > Central Midfielders (DM/M/AM C) > > Pep Guardiola (19 years old) - ESP - 131/176
19301,Person,Presets,Pirri (22 years old) - ESP - 157/182,Lua,Person > > Presets > > Player > > Legend Players > > Central Midfielders (DM/M/AM C) > > Pirri (22 years old) - ESP - 157/182
19345,Person,Presets,Rainer Bonhof (21 years old) - GER - 139/174,Lua,Person > > Presets > > Player > > Legend Players > > Central Midfielders (DM/M/AM C) > > Rainer Bonhof (21 years old) - GER - 139/174
19179,Person,Presets,Raymond Kopa (23 years old) - FRA - 165/190,Lua,Person > > Presets > > Player > > Legend Players > > Central Midfielders (DM/M/AM C) > > Raymond Kopa (23 years old) - FRA - 165/190
19176,Person,Presets,Rivellino (22 years old) - BRA - 158/188,Lua,Person > > Presets > > Player > > Legend Players > > Central Midfielders (DM/M/AM C) > > Rivellino (22 years old) - BRA - 158/188
19339,Person,Presets,Roberto Mancini (20 years old) - ITA - 134/174,Lua,Person > > Presets > > Player > > Legend Players > > Central Midfielders (DM/M/AM C) > > Roberto Mancini (20 years old) - ITA - 134/174
19327,Person,Presets,Romerito (20 years old) - PAR - 136/176,Lua,Person > > Presets > > Player > > Legend Players > > Central Midfielders (DM/M/AM C) > > Romerito (20 years old) - PAR - 136/176
19168,Person,Presets,Ronaldinho (18 years old) - BRA - 142/192,Lua,Person > > Presets > > Player > > Legend Players > > Central Midfielders (DM/M/AM C) > > Ronaldinho (18 years old) - BRA - 142/192
19320,Person,Presets,Roy Keane (19 years old) - IRL - 133/178,Lua,Person > > Presets > > Player > > Legend Players > > Central Midfielders (DM/M/AM C) > > Roy Keane (19 years old) - IRL - 133/178
19359,Person,Presets,Rubén Paz (21 years old) - URU - 133/168,Lua,Person > > Presets > > Player > > Legend Players > > Central Midfielders (DM/M/AM C) > > Rubén Paz (21 years old) - URU - 133/168
19325,Person,Presets,Rui Costa (19 years old) - POR - 133/178,Lua,Person > > Presets > > Player > > Legend Players > > Central Midfielders (DM/M/AM C) > > Rui Costa (19 years old) - POR - 133/178
19156,Person,Presets,Ruud Gullit (20 years old) - NED - 152/192,Lua,Person > > Presets > > Player > > Legend Players > > Central Midfielders (DM/M/AM C) > > Ruud Gullit (20 years old) - NED - 152/192
19291,Person,Presets,Sandro Mazzola (22 years old) - ITA - 161/186,Lua,Person > > Presets > > Player > > Legend Players > > Central Midfielders (DM/M/AM C) > > Sandro Mazzola (22 years old) - ITA - 161/186
19349,Person,Presets,Sergio Busquets (18 years old) - ESP - 122/172,Lua,Person > > Presets > > Player > > Legend Players > > Central Midfielders (DM/M/AM C) > > Sergio Busquets (18 years old) - ESP - 122/172
19292,Person,Presets,Sócrates (21 years old) - BRA - 149/184,Lua,Person > > Presets > > Player > > Legend Players > > Central Midfielders (DM/M/AM C) > > Sócrates (21 years old) - BRA - 149/184
19298,Person,Presets,Steven Gerrard (18 years old) - ENG - 134/184,Lua,Person > > Presets > > Player > > Legend Players > > Central Midfielders (DM/M/AM C) > > Steven Gerrard (18 years old) - ENG - 134/184
19296,Person,Presets,Teófilo Cubillas (22 years old) - PER - 159/184,Lua,Person > > Presets > > Player > > Legend Players > > Central Midfielders (DM/M/AM C) > > Teófilo Cubillas (22 years old) - PER - 159/184
19386,Person,Presets,Thomas Häßler (20 years old) - GER - 140/180,Lua,Person > > Presets > > Player > > Legend Players > > Central Midfielders (DM/M/AM C) > > Thomas Häßler (20 years old) - GER - 140/180
23840,Person,Presets,Tim Cahill (20 years old) - AUS - 120/160,Lua,Person > > Presets > > Player > > Legend Players > > Central Midfielders (DM/M/AM C) > > Tim Cahill (20 years old) - AUS - 120/160
19335,Person,Presets,Toni Kroos (17 years old) - GER - 126/176,Lua,Person > > Presets > > Player > > Legend Players > > Central Midfielders (DM/M/AM C) > > Toni Kroos (17 years old) - GER - 126/176
19184,Person,Presets,Valentino Mazzola (25 years old) - ITA - 173/188,Lua,Person > > Presets > > Player > > Legend Players > > Central Midfielders (DM/M/AM C) > > Valentino Mazzola (25 years old) - ITA - 173/188
19328,Person,Presets,Valery Voronin (23 years old) - RUS - 151/176,Lua,Person > > Presets > > Player > > Legend Players > > Central Midfielders (DM/M/AM C) > > Valery Voronin (23 years old) - RUS - 151/176
19357,Person,Presets,Vladimir Petrović (21 years old) - SRB - 133/168,Lua,Person > > Presets > > Player > > Legend Players > > Central Midfielders (DM/M/AM C) > > Vladimir Petrović (21 years old) - SRB - 133/168
19315,Person,Presets,Wesley Sneijder (18 years old) - NED - 128/178,Lua,Person > > Presets > > Player > > Legend Players > > Central Midfielders (DM/M/AM C) > > Wesley Sneijder (18 years old) - NED - 128/178
19302,Person,Presets,Willem van Hanegem (22 years old) - NED - 152/182,Lua,Person > > Presets > > Player > > Legend Players > > Central Midfielders (DM/M/AM C) > > Willem van Hanegem (22 years old) - NED - 152/182
19333,Person,Presets,Xabi Alonso (18 years old) - ESP - 126/176,Lua,Person > > Presets > > Player > > Legend Players > > Central Midfielders (DM/M/AM C) > > Xabi Alonso (18 years old) - ESP - 126/176
19289,Person,Presets,Xavi (18 years old) - ESP - 136/186,Lua,Person > > Presets > > Player > > Legend Players > > Central Midfielders (DM/M/AM C) > > Xavi (18 years old) - ESP - 136/186
19341,Person,Presets,Yaya Touré (18 years old) - CIV - 121/176,Lua,Person > > Presets > > Player > > Legend Players > > Central Midfielders (DM/M/AM C) > > Yaya Touré (18 years old) - CIV - 121/176
19294,Person,Presets,Zbigniew Boniek (21 years old) - POL - 151/186,Lua,Person > > Presets > > Player > > Legend Players > > Central Midfielders (DM/M/AM C) > > Zbigniew Boniek (21 years old) - POL - 151/186
19160,Person,Presets,Zico (21 years old) - BRA - 159/194,Lua,Person > > Presets > > Player > > Legend Players > > Central Midfielders (DM/M/AM C) > > Zico (21 years old) - BRA - 159/194
19158,Person,Presets,Zinedine Zidane (19 years old) - FRA - 149/194,Lua,Person > > Presets > > Player > > Legend Players > > Central Midfielders (DM/M/AM C) > > Zinedine Zidane (19 years old) - FRA - 149/194
19169,Person,Presets,Zizinho (24 years old) - BRA - 172/192,Lua,Person > > Presets > > Player > > Legend Players > > Central Midfielders (DM/M/AM C) > > Zizinho (24 years old) - BRA - 172/192
19310,Person,Presets,Zlatko Čajkovski (24 years old) - CRO - 158/178,Lua,Person > > Presets > > Player > > Legend Players > > Central Midfielders (DM/M/AM C) > > Zlatko Čajkovski (24 years old) - CRO - 158/178
19377,Person,Presets,Alan Morton (27 years old) - SCO - 168/178,Lua,Person > > Presets > > Player > > Legend Players > > Wide Midfielders (M/AM RL) > > Alan Morton (27 years old) - SCO - 168/178
19388,Person,Presets,Alexis Sánchez (18 years old) - CHI - 130/180,Lua,Person > > Presets > > Player > > Legend Players > > Wide Midfielders (M/AM RL) > > Alexis Sánchez (18 years old) - CHI - 130/180
19375,Person,Presets,Amancio (23 years old) - ESP - 153/178,Lua,Person > > Presets > > Player > > Legend Players > > Wide Midfielders (M/AM RL) > > Amancio (23 years old) - ESP - 153/178
19395,Person,Presets,Ángel Di María (18 years old) - ARG - 131/176,Lua,Person > > Presets > > Player > > Legend Players > > Wide Midfielders (M/AM RL) > > Ángel Di María (18 years old) - ARG - 131/176
19390,Person,Presets,Antoine Griezmann (17 years old) - FRA - 127/182,Lua,Person > > Presets > > Player > > Legend Players > > Wide Midfielders (M/AM RL) > > Antoine Griezmann (17 years old) - FRA - 127/182
19385,Person,Presets,Allan Simonsen (21 years old) - DEN - 145/180,Lua,Person > > Presets > > Player > > Legend Players > > Wide Midfielders (M/AM RL) > > Allan Simonsen (21 years old) - DEN - 145/180
19231,Person,Presets,Arjen Robben (18 years old) - NED - 132/182,Lua,Person > > Presets > > Player > > Legend Players > > Wide Midfielders (M/AM RL) > > Arjen Robben (18 years old) - NED - 132/182
19373,Person,Presets,Bernard Vukas (24 years old) - CRO - 164/184,Lua,Person > > Presets > > Player > > Legend Players > > Wide Midfielders (M/AM RL) > > Bernard Vukas (24 years old) - CRO - 164/184
19384,Person,Presets,Billy Meredith (29 years old) - WAL - 180/180,Lua,Person > > Presets > > Player > > Legend Players > > Wide Midfielders (M/AM RL) > > Billy Meredith (29 years old) - WAL - 180/180
23847,Person,Presets,Boaz (19 years old) - IDN - 110/126,Lua,Person > > Presets > > Player > > Legend Players > > Wide Midfielders (M/AM RL) > > Boaz (19 years old) - IDN - 110/126
19374,Person,Presets,Brian Laudrup (20 years old) - DEN - 138/178,Lua,Person > > Presets > > Player > > Legend Players > > Wide Midfielders (M/AM RL) > > Brian Laudrup (20 years old) - DEN - 138/178
19379,Person,Presets,Bruno Conti (21 years old) - ITA - 143/178,Lua,Person > > Presets > > Player > > Legend Players > > Wide Midfielders (M/AM RL) > > Bruno Conti (21 years old) - ITA - 143/178
19402,Person,Presets,Caju (22 years old) - BRA - 147/172,Lua,Person > > Presets > > Player > > Legend Players > > Wide Midfielders (M/AM RL) > > Caju (22 years old) - BRA - 147/172
19405,Person,Presets,Cliff Jones (23 years old) - WAL - 147/172,Lua,Person > > Presets > > Player > > Legend Players > > Wide Midfielders (M/AM RL) > > Cliff Jones (23 years old) - WAL - 147/172
19398,Person,Presets,Coen Moulijn (23 years old) - NED - 151/176,Lua,Person > > Presets > > Player > > Legend Players > > Wide Midfielders (M/AM RL) > > Coen Moulijn (23 years old) - NED - 151/176
19230,Person,Presets,Cristiano Ronaldo (18 years old) - POR - 148/198,Lua,Person > > Presets > > Player > > Legend Players > > Wide Midfielders (M/AM RL) > > Cristiano Ronaldo (18 years old) - POR - 148/198
19155,Person,Presets,David Beckham (19 years old) - ENG - 133/178,Lua,Person > > Presets > > Player > > Legend Players > > Wide Midfielders (M/AM RL) > > David Beckham (19 years old) - ENG - 133/178
19367,Person,Presets,Dragan Džajić (22 years old) - SRB - 168/188,Lua,Person > > Presets > > Player > > Legend Players > > Wide Midfielders (M/AM RL) > > Dragan Džajić (22 years old) - SRB - 168/188
19370,Person,Presets,Eden Hazard (17 years old) - BEL - 127/182,Lua,Person > > Presets > > Player > > Legend Players > > Wide Midfielders (M/AM RL) > > Eden Hazard (17 years old) - BEL - 127/182
19372,Person,Presets,Ferenc Bene (22 years old) - HUN - 154/184,Lua,Person > > Presets > > Player > > Legend Players > > Wide Midfielders (M/AM RL) > > Ferenc Bene (22 years old) - HUN - 154/184
19380,Person,Presets,Franck Ribéry (18 years old) - FRA - 130/180,Lua,Person > > Presets > > Player > > Legend Players > > Wide Midfielders (M/AM RL) > > Franck Ribéry (18 years old) - FRA - 130/180
19383,Person,Presets,Franco Causio (22 years old) - ITA - 150/180,Lua,Person > > Presets > > Player > > Legend Players > > Wide Midfielders (M/AM RL) > > Franco Causio (22 years old) - ITA - 150/180
19364,Person,Presets,Gareth Bale (18 years old) - WAL - 134/184,Lua,Person > > Presets > > Player > > Legend Players > > Wide Midfielders (M/AM RL) > > Gareth Bale (18 years old) - WAL - 134/184
19228,Person,Presets,Garrincha (23 years old) - BRA - 167/192,Lua,Person > > Presets > > Player > > Legend Players > > Wide Midfielders (M/AM RL) > > Garrincha (23 years old) - BRA - 167/192
19227,Person,Presets,George Best (22 years old) - NIR - 167/192,Lua,Person > > Presets > > Player > > Legend Players > > Wide Midfielders (M/AM RL) > > George Best (22 years old) - NIR - 167/192
19387,Person,Presets,Giampiero Boniperti (24 years old) - ITA - 160/180,Lua,Person > > Presets > > Player > > Legend Players > > Wide Midfielders (M/AM RL) > > Giampiero Boniperti (24 years old) - ITA - 160/180
19382,Person,Presets,Grzegorz Lato (21 years old) - POL - 145/180,Lua,Person > > Presets > > Player > > Legend Players > > Wide Midfielders (M/AM RL) > > Grzegorz Lato (21 years old) - POL - 145/180
23836,Person,Presets,Heung-Min Son (18 years old) - KOR - 115/170,Lua,Person > > Presets > > Player > > Legend Players > > Wide Midfielders (M/AM RL) > > Heung-Min Son (18 years old) - KOR - 115/170
19404,Person,Presets,Ivan Kolev (23 years old) - BUL - 147/172,Lua,Person > > Presets > > Player > > Legend Players > > Wide Midfielders (M/AM RL) > > Ivan Kolev (23 years old) - BUL - 147/172
19381,Person,Presets,Jair da Rosa (24 years old) - BRA - 160/180,Lua,Person > > Presets > > Player > > Legend Players > > Wide Midfielders (M/AM RL) > > Jair da Rosa (24 years old) - BRA - 160/180
19366,Person,Presets,Jairzinho (22 years old) - BRA - 156/186,Lua,Person > > Presets > > Player > > Legend Players > > Wide Midfielders (M/AM RL) > > Jairzinho (22 years old) - BRA - 156/186
23838,Person,Presets,Ji-Sung Park (19 years old) - KOR - 115/160,Lua,Person > > Presets > > Player > > Legend Players > > Wide Midfielders (M/AM RL) > > Ji-Sung Park (19 years old) - KOR - 115/160
19397,Person,Presets,Juan Joya (23 years old) - PER - 151/176,Lua,Person > > Presets > > Player > > Legend Players > > Wide Midfielders (M/AM RL) > > Juan Joya (23 years old) - PER - 151/176
19378,Person,Presets,Kálmán Konrád (27 years old) - HUN - 178/178,Lua,Person > > Presets > > Player > > Legend Players > > Wide Midfielders (M/AM RL) > > Kálmán Konrád (27 years old) - HUN - 178/178
19369,Person,Presets,Kurt Hamrin (23 years old) - SWE - 162/182,Lua,Person > > Presets > > Player > > Legend Players > > Wide Midfielders (M/AM RL) > > Kurt Hamrin (23 years old) - SWE - 162/182
19229,Person,Presets,Kylian Mbappé (17 years old) - FRA - 139/194,Lua,Person > > Presets > > Player > > Legend Players > > Wide Midfielders (M/AM RL) > > Kylian Mbappé (17 years old) - FRA - 139/194
19396,Person,Presets,Lennart Skoglund (24 years old) - SWE - 161/176,Lua,Person > > Presets > > Player > > Legend Players > > Wide Midfielders (M/AM RL) > > Lennart Skoglund (24 years old) - SWE - 161/176
19225,Person,Presets,Lionel Messi (18 years old) - ARG - 150/200,Lua,Person > > Presets > > Player > > Legend Players > > Wide Midfielders (M/AM RL) > > Lionel Messi (18 years old) - ARG - 150/200
19233,Person,Presets,Luís Figo (19 years old) - POR - 143/188,Lua,Person > > Presets > > Player > > Legend Players > > Wide Midfielders (M/AM RL) > > Luís Figo (19 years old) - POR - 143/188
19394,Person,Presets,Marco Reus (18 years old) - GER - 124/174,Lua,Person > > Presets > > Player > > Legend Players > > Wide Midfielders (M/AM RL) > > Marco Reus (18 years old) - GER - 124/174
19403,Person,Presets,Mario Corso (22 years old) - ITA - 147/172,Lua,Person > > Presets > > Player > > Legend Players > > Wide Midfielders (M/AM RL) > > Mario Corso (22 years old) - ITA - 147/172
19232,Person,Presets,Mohamed Salah (17 years old) - EGY - 122/182,Lua,Person > > Presets > > Player > > Legend Players > > Wide Midfielders (M/AM RL) > > Mohamed Salah (17 years old) - EGY - 122/182
19358,Person,Presets,Neymar (17 years old) - BRA - 140/190,Lua,Person > > Presets > > Player > > Legend Players > > Wide Midfielders (M/AM RL) > > Neymar (17 years old) - BRA - 140/190
19371,Person,Presets,Oleg Blokhin (21 years old) - UKR - 154/184,Lua,Person > > Presets > > Player > > Legend Players > > Wide Midfielders (M/AM RL) > > Oleg Blokhin (21 years old) - UKR - 154/184
19365,Person,Presets,Paco Gento (23 years old) - ESP - 166/186,Lua,Person > > Presets > > Player > > Legend Players > > Wide Midfielders (M/AM RL) > > Paco Gento (23 years old) - ESP - 166/186
19407,Person,Presets,Patsy Gallagher (27 years old) - IRL - 163/168,Lua,Person > > Presets > > Player > > Legend Players > > Wide Midfielders (M/AM RL) > > Patsy Gallagher (27 years old) - IRL - 163/168
19391,Person,Presets,Pierre Littbarski (20 years old) - GER - 142/182,Lua,Person > > Presets > > Player > > Legend Players > > Wide Midfielders (M/AM RL) > > Pierre Littbarski (20 years old) - GER - 142/182
19393,Person,Presets,Raheem Sterling (17 years old) - ENG - 124/174,Lua,Person > > Presets > > Player > > Legend Players > > Wide Midfielders (M/AM RL) > > Raheem Sterling (17 years old) - ENG - 124/174
19406,Person,Presets,Riyad Mahrez (17 years old) - ALG - 106/166,Lua,Person > > Presets > > Player > > Legend Players > > Wide Midfielders (M/AM RL) > > Riyad Mahrez (17 years old) - ALG - 106/166
19392,Person,Presets,Robert Pirès (19 years old) - FRA - 129/174,Lua,Person > > Presets > > Player > > Legend Players > > Wide Midfielders (M/AM RL) > > Robert Pirès (19 years old) - FRA - 129/174
19401,Person,Presets,Roberto Donadoni (20 years old) - ITA - 132/172,Lua,Person > > Presets > > Player > > Legend Players > > Wide Midfielders (M/AM RL) > > Roberto Donadoni (20 years old) - ITA - 132/172
19389,Person,Presets,Ryan Giggs (19 years old) - WAL - 137/182,Lua,Person > > Presets > > Player > > Legend Players > > Wide Midfielders (M/AM RL) > > Ryan Giggs (19 years old) - WAL - 137/182
19376,Person,Presets,Sadio Mané (17 years old) - SEN - 118/178,Lua,Person > > Presets > > Player > > Legend Players > > Wide Midfielders (M/AM RL) > > Sadio Mané (17 years old) - SEN - 118/178
19226,Person,Presets,Stanley Matthews (25 years old) - ENG - 168/188,Lua,Person > > Presets > > Player > > Legend Players > > Wide Midfielders (M/AM RL) > > Stanley Matthews (25 years old) - ENG - 168/188
19408,Person,Presets,Tesourinha (24 years old) - BRA - 148/168,Lua,Person > > Presets > > Player > > Legend Players > > Wide Midfielders (M/AM RL) > > Tesourinha (24 years old) - BRA - 148/168
19222,Person,Presets,Thomas Müller (18 years old) - GER - 128/178,Lua,Person > > Presets > > Player > > Legend Players > > Wide Midfielders (M/AM RL) > > Thomas Müller (18 years old) - GER - 128/178
19363,Person,Presets,Tom Finney (24 years old) - ENG - 159/184,Lua,Person > > Presets > > Player > > Legend Players > > Wide Midfielders (M/AM RL) > > Tom Finney (24 years old) - ENG - 159/184
19400,Person,Presets,Willington Ortíz (21 years old) - COL - 142/172,Lua,Person > > Presets > > Player > > Legend Players > > Wide Midfielders (M/AM RL) > > Willington Ortíz (21 years old) - COL - 142/172
19409,Person,Presets,Zé Roberto (19 years old) - BRA - 125/170,Lua,Person > > Presets > > Player > > Legend Players > > Wide Midfielders (M/AM RL) > > Zé Roberto (19 years old) - BRA - 125/170
19368,Person,Presets,Zoltán Czibor (24 years old) - HUN - 167/182,Lua,Person > > Presets > > Player > > Legend Players > > Wide Midfielders (M/AM RL) > > Zoltán Czibor (24 years old) - HUN - 167/182
19416,Person,Presets,Ademir Menezes (24 years old) - BRA - 166/186,Lua,Person > > Presets > > Player > > Legend Players > > Strikers (ST) > > Ademir Menezes (24 years old) - BRA - 166/186
19422,Person,Presets,Adolfo Baloncieri (27 years old) - ITA - 175/180,Lua,Person > > Presets > > Player > > Legend Players > > Strikers (ST) > > Adolfo Baloncieri (27 years old) - ITA - 175/180
23844,Person,Presets,Adrian Mutu (22 years old) - ROU - 135/169,Lua,Person > > Presets > > Player > > Legend Players > > Strikers (ST) > > Adrian Mutu (22 years old) - ROU - 135/169
19492,Person,Presets,Adriano (18 years old) - BRA - 125/170,Lua,Person > > Presets > > Player > > Legend Players > > Strikers (ST) > > Adriano (18 years old) - BRA - 125/170
19429,Person,Presets,Alan Shearer (19 years old) - ENG - 135/180,Lua,Person > > Presets > > Player > > Legend Players > > Strikers (ST) > > Alan Shearer (19 years old) - ENG - 135/180
19411,Person,Presets,Alberto Spencer (23 years old) - ECU - 159/184,Lua,Person > > Presets > > Player > > Legend Players > > Strikers (ST) > > Alberto Spencer (23 years old) - ECU - 159/184
19212,Person,Presets,Alessandro Del Piero (19 years old) - ITA - 142/182,Lua,Person > > Presets > > Player > > Legend Players > > Strikers (ST) > > Alessandro Del Piero (19 years old) - ITA - 142/182
19286,Person,Presets,Alfredo Di Stéfano (24 years old) - ESP - 176/196,Lua,Person > > Presets > > Player > > Legend Players > > Strikers (ST) > > Alfredo Di Stéfano (24 years old) - ESP - 176/196
19200,Person,Presets,Andriy Shevchenko (19 years old) - UKR - 141/186,Lua,Person > > Presets > > Player > > Legend Players > > Strikers (ST) > > Andriy Shevchenko (19 years old) - UKR - 141/186
19427,Person,Presets,Ángel Labruna (25 years old) - ARG - 167/182,Lua,Person > > Presets > > Player > > Legend Players > > Strikers (ST) > > Ángel Labruna (25 years old) - ARG - 167/182
19457,Person,Presets,Anthony Yeboah (20 years old) - GHA - 128/168,Lua,Person > > Presets > > Player > > Legend Players > > Strikers (ST) > > Anthony Yeboah (20 years old) - GHA - 128/168
19431,Person,Presets,Arthur Friedenreich (27 years old) - BRA - 175/180,Lua,Person > > Presets > > Player > > Legend Players > > Strikers (ST) > > Arthur Friedenreich (27 years old) - BRA - 175/180
19410,Person,Presets,Bum-Kun Cha (21 years old) - KOR - 135/170,Lua,Person > > Presets > > Player > > Legend Players > > Strikers (ST) > > Bum-Kun Cha (21 years old) - KOR - 135/170
19444,Person,Presets,Carlos Tevez (18 years old) - ARG - 131/176,Lua,Person > > Presets > > Player > > Legend Players > > Strikers (ST) > > Carlos Tevez (18 years old) - ARG - 131/176
19224,Person,Presets,Charlie Buchan (27 years old) - ENG - 176/176,Lua,Person > > Presets > > Player > > Legend Players > > Strikers (ST) > > Charlie Buchan (27 years old) - ENG - 176/176
19436,Person,Presets,Christian Vieri (19 years old) - ITA - 133/178,Lua,Person > > Presets > > Player > > Legend Players > > Strikers (ST) > > Christian Vieri (19 years old) - ITA - 133/178
19449,Person,Presets,Darko Pancev (20 years old) - MKD - 134/174,Lua,Person > > Presets > > Player > > Legend Players > > Strikers (ST) > > Darko Pancev (20 years old) - MKD - 134/174
19399,Person,Presets,David Jack (27 years old) - ENG - 167/172,Lua,Person > > Presets > > Player > > Legend Players > > Strikers (ST) > > David Jack (27 years old) - ENG - 167/172
19441,Person,Presets,David Trezeguet (19 years old) - FRA - 133/178,Lua,Person > > Presets > > Player > > Legend Players > > Strikers (ST) > > David Trezeguet (19 years old) - FRA - 133/178
19435,Person,Presets,David Villa (18 years old) - ESP - 128/178,Lua,Person > > Presets > > Player > > Legend Players > > Strikers (ST) > > David Villa (18 years old) - ESP - 128/178
19421,Person,Presets,Denis Law (22 years old) - SCO - 154/184,Lua,Person > > Presets > > Player > > Legend Players > > Strikers (ST) > > Denis Law (22 years old) - SCO - 154/184
19208,Person,Presets,Dennis Bergkamp (20 years old) - NED - 144/184,Lua,Person > > Presets > > Player > > Legend Players > > Strikers (ST) > > Dennis Bergkamp (20 years old) - NED - 144/184
19218,Person,Presets,Didier Drogba (19 years old) - CIV - 130/180,Lua,Person > > Presets > > Player > > Legend Players > > Strikers (ST) > > Didier Drogba (19 years old) - CIV - 130/180
19434,Person,Presets,Dimitar Berbatov (18 years old) - BUL - 127/172,Lua,Person > > Presets > > Player > > Legend Players > > Strikers (ST) > > Dimitar Berbatov (18 years old) - BUL - 127/172
19450,Person,Presets,Diego Forlán (19 years old) - URU - 133/178,Lua,Person > > Presets > > Player > > Legend Players > > Strikers (ST) > > Diego Forlán (19 years old) - URU - 133/178
19247,Person,Presets,Dixie Dean (26 years old) - ENG - 174/184,Lua,Person > > Presets > > Player > > Legend Players > > Strikers (ST) > > Dixie Dean (26 years old) - ENG - 174/184
19445,Person,Presets,Edin Džeko (18 years old) - BIH - 122/172,Lua,Person > > Presets > > Player > > Legend Players > > Strikers (ST) > > Edin Džeko (18 years old) - BIH - 122/172
19452,Person,Presets,Edinson Cavani (18 years old) - URU - 126/176,Lua,Person > > Presets > > Player > > Legend Players > > Strikers (ST) > > Edinson Cavani (18 years old) - URU - 126/176
23843,Person,Presets,Eiður Guðjohnsen (22 years old) - ISL - 140/166,Lua,Person > > Presets > > Player > > Legend Players > > Strikers (ST) > > Eiður Guðjohnsen (22 years old) - ISL - 140/166
19219,Person,Presets,Éric Cantona (20 years old) - FRA - 140/180,Lua,Person > > Presets > > Player > > Legend Players > > Strikers (ST) > > Éric Cantona (20 years old) - FRA - 140/180
19418,Person,Presets,Ernst Kuzorra (26 years old) - GER - 177/182,Lua,Person > > Presets > > Player > > Legend Players > > Strikers (ST) > > Ernst Kuzorra (26 years old) - GER - 177/182
19191,Person,Presets,Eusébio (22 years old) - POR - 164/194,Lua,Person > > Presets > > Player > > Legend Players > > Strikers (ST) > > Eusébio (22 years old) - POR - 164/194
19195,Person,Presets,Ferenc Puskás (24 years old) - HUN - 175/190,Lua,Person > > Presets > > Player > > Legend Players > > Strikers (ST) > > Ferenc Puskás (24 years old) - HUN - 175/190
19442,Person,Presets,Fernando Peyroteo (25 years old) - POR - 161/176,Lua,Person > > Presets > > Player > > Legend Players > > Strikers (ST) > > Fernando Peyroteo (25 years old) - POR - 161/176
19451,Person,Presets,Fernando Torres (18 years old) - ESP - 124/174,Lua,Person > > Presets > > Player > > Legend Players > > Strikers (ST) > > Fernando Torres (18 years old) - ESP - 124/174
19454,Person,Presets,Filippo Inzaghi (19 years old) - ITA - 127/172,Lua,Person > > Presets > > Player > > Legend Players > > Strikers (ST) > > Filippo Inzaghi (19 years old) - ITA - 127/172
19282,Person,Presets,Flórián Albert (22 years old) - HUN - 156/186,Lua,Person > > Presets > > Player > > Legend Players > > Strikers (ST) > > Flórián Albert (22 years old) - HUN - 156/186
19210,Person,Presets,Gabriel Batistuta (20 years old) - ARG - 142/182,Lua,Person > > Presets > > Player > > Legend Players > > Strikers (ST) > > Gabriel Batistuta (20 years old) - ARG - 142/182
19223,Person,Presets,Gary Lineker (20 years old) - ENG - 138/178,Lua,Person > > Presets > > Player > > Legend Players > > Strikers (ST) > > Gary Lineker (20 years old) - ENG - 138/178
19207,Person,Presets,George Weah (20 years old) - LBR - 139/184,Lua,Person > > Presets > > Player > > Legend Players > > Strikers (ST) > > George Weah (20 years old) - LBR - 139/184
19425,Person,Presets,Georgi Asparuhov (22 years old) - BUL - 155/180,Lua,Person > > Presets > > Player > > Legend Players > > Strikers (ST) > > Georgi Asparuhov (22 years old) - BUL - 155/180
19188,Person,Presets,Gerd Müller (22 years old) - GER - 162/192,Lua,Person > > Presets > > Player > > Legend Players > > Strikers (ST) > > Gerd Müller (22 years old) - GER - 162/192
19170,Person,Presets,Giuseppe Meazza (25 years old) - ITA - 182/192,Lua,Person > > Presets > > Player > > Legend Players > > Strikers (ST) > > Giuseppe Meazza (25 years old) - ITA - 182/192
19440,Person,Presets,Gonzalo Higuaín (18 years old) - ARG - 128/178,Lua,Person > > Presets > > Player > > Legend Players > > Strikers (ST) > > Gonzalo Higuaín (18 years old) - ARG - 128/178
19414,Person,Presets,Gunnar Nordahl (24 years old) - SWE - 166/186,Lua,Person > > Presets > > Player > > Legend Players > > Strikers (ST) > > Gunnar Nordahl (24 years old) - SWE - 166/186
19304,Person,Presets,Gyula Zsengellér (25 years old) - HUN - 167/182,Lua,Person > > Presets > > Player > > Legend Players > > Strikers (ST) > > Gyula Zsengellér (25 years old) - HUN - 167/182
19284,Person,Presets,Harry Kane (17 years old) - ENG - 127/182,Lua,Person > > Presets > > Player > > Legend Players > > Strikers (ST) > > Harry Kane (17 years old) - ENG - 127/182
19439,Person,Presets,Hernán Crespo (19 years old) - ARG - 133/178,Lua,Person > > Presets > > Player > > Legend Players > > Strikers (ST) > > Hernán Crespo (19 years old) - ARG - 133/178
19202,Person,Presets,Hristo Stoichkov (20 years old) - BUL - 146/186,Lua,Person > > Presets > > Player > > Legend Players > > Strikers (ST) > > Hristo Stoichkov (20 years old) - BUL - 146/186
